city,latitude,longitude
VILLAGE OF WELLSVILLE,42.1207,-77.94573
VILLAGE OF WESLEY HILLS,41.15785,-74.07687
VILLAGE OF WEST HAMPTON DUNES,40.77765,-72.71345
VILLAGE OF WEST HAVERSTRAW,41.20631,-73.98838
VILLAGE OF WEST WINFIELD,42.88378,-75.19138
VILLAGE OF WESTBURY,40.75998,-73.58906
VILLAGE OF WESTFIELD,42.32187,-79.57475
VILLAGE OF WESTHAMPTON BEACH,40.80825,-72.64559
VILLAGE OF WHITEHALL,43.55496,-73.4222
VILLAGE OF WHITESBORO,43.12398,-75.29669
VILLAGE OF WHITNEY POINT,42.33027,-75.9679
VILLAGE OF WILLIAMSVILLE,42.96238,-78.74178
VILLAGE OF WILSON,43.31152,-78.82644
VILLAGE OF WINDSOR,42.07756,-75.64056
VILLAGE OF WOLCOTT,43.22248,-76.81347
VILLAGE OF WOODBURY,41.32842,-74.10041
VILLAGE OF WOODRIDGE,41.71217,-74.57388
VILLAGE OF WOODSBURGH,40.62148,-73.70679
VILLAGE OF WURTSBORO,41.57633,-74.48585
VILLAGE OF YORKVILLE,43.11245,-75.27396
VILLAGE OF YOUNGSTOWN,43.24857,-79.04438
VILLAGE OF ADAMS,43.81009,-76.02291
VILLAGE OF ADDISON,42.10632,-77.23199
VILLAGE OF AFTON,42.22909,-75.52471
VILLAGE OF AIRMONT,41.09933,-74.0989
VILLAGE OF AKRON,43.01796,-78.4978
VILLAGE OF ALBION,43.24602,-78.19021
VILLAGE OF ALDEN,42.89888,-78.4946
VILLAGE OF ALEXANDER,42.90202,-78.25911
VILLAGE OF ALEXANDRIA BAY,44.33988,-75.91597
VILLAGE OF ALFRED,42.25433,-77.78965
VILLAGE OF ALLEGANY,42.09172,-78.49272
VILLAGE OF ALMOND,42.31933,-77.73861
VILLAGE OF ALTAMONT,42.70499,-74.03397
VILLAGE OF ALTMAR,43.5111,-76.00367
VILLAGE OF AMES,42.83747,-74.60168
VILLAGE OF ANDOVER,42.15754,-77.79546
VILLAGE OF ANGELICA,42.30551,-78.02065
VILLAGE OF ANGOLA,42.63789,-79.02952
VILLAGE OF ANTWERP,44.19969,-75.60766
VILLAGE OF ARCADE,42.53172,-78.43278
VILLAGE OF ARGYLE,43.23635,-73.49073
VILLAGE OF ARKPORT,42.3926,-77.69548
VILLAGE OF ASHAROKEN,40.94054,-73.38425
VILLAGE OF ATHENS,42.26951,-73.81038
VILLAGE OF ATLANTIC BEACH,40.58695,-73.72945
VILLAGE OF ATTICA,42.8641,-78.27981
VILLAGE OF AURORA,42.75117,-76.69941
VILLAGE OF AVOCA,42.40963,-77.42219
VILLAGE OF AVON,42.91267,-77.74652
VILLAGE OF BAINBRIDGE,42.29736,-75.48079
VILLAGE OF BALLSTON SPA,43.00672,-73.85239
VILLAGE OF BARKER,43.32833,-78.55353
VILLAGE OF BARNEVELD,43.27379,-75.18903
VILLAGE OF BATH,42.33625,-77.31794
VILLAGE OF BAXTER ESTATES,40.83377,-73.69476
VILLAGE OF BELLEROSE,40.72424,-73.71667
VILLAGE OF BELMONT,42.22259,-78.03276
VILLAGE OF BEMUS POINT,42.16345,-79.38936
VILLAGE OF BERGEN,43.0826,-77.94246
VILLAGE OF BLACK RIVER,44.00922,-75.79636
VILLAGE OF BLASDELL,42.79652,-78.8324
VILLAGE OF BLOOMFIELD,42.89913,-77.42415
VILLAGE OF BLOOMINGBURG,41.55201,-74.44378
VILLAGE OF BOLIVAR,42.06842,-78.16621
VILLAGE OF BOONVILLE,43.48127,-75.32966
VILLAGE OF BREWSTER,41.39711,-73.6156
VILLAGE OF BRIARCLIFF MANOR,41.14003,-73.84403
VILLAGE OF BRIDGEWATER,42.87757,-75.25095
VILLAGE OF BROADALBIN,43.05873,-74.19538
VILLAGE OF BROCKPORT,43.21365,-77.94055
VILLAGE OF BROCTON,42.38984,-79.44282
VILLAGE OF BRONXVILLE,40.93944,-73.82645
VILLAGE OF BROOKVILLE,40.81233,-73.56964
VILLAGE OF BROWNVILLE,44.00583,-75.9834
VILLAGE OF BRUSHTON,44.83068,-74.51191
VILLAGE OF BUCHANAN,41.26421,-73.94661
VILLAGE OF BURDETT,42.41687,-76.84396
VILLAGE OF BURKE,44.90317,-74.17
VILLAGE OF CALEDONIA,42.97547,-77.85711
VILLAGE OF CAMBRIDGE,43.02787,-73.38124
VILLAGE OF CAMDEN,43.33648,-75.74773
VILLAGE OF CAMILLUS,43.0386,-76.30993
VILLAGE OF CANAJOHARIE,42.89978,-74.56995
VILLAGE OF CANASERAGA,42.46176,-77.77727
VILLAGE OF CANASTOTA,43.0836,-75.75585
VILLAGE OF CANDOR,42.22844,-76.33665
VILLAGE OF CANISTEO,42.27035,-77.60566
VILLAGE OF CANTON,44.59995,-75.17034
VILLAGE OF CAPE VINCENT,44.12608,-76.33054
VILLAGE OF CASSADAGA,42.34273,-79.31811
VILLAGE OF CASTILE,42.63119,-78.05255
VILLAGE OF CASTLETON-ON-HUDSON,42.53319,-73.7491
VILLAGE OF CASTORLAND,43.8861,-75.51644
VILLAGE OF CATO,43.16794,-76.57282
VILLAGE OF CATSKILL,42.21449,-73.8657
VILLAGE OF CATTARAUGUS,42.33002,-78.86731
VILLAGE OF CAYUGA,42.9191,-76.72658
VILLAGE OF CAYUGA HEIGHTS,42.46798,-76.48748
VILLAGE OF CAZENOVIA,42.92818,-75.85111
VILLAGE OF CEDARHURST,40.6252,-73.72783
VILLAGE OF CELORON,42.10523,-79.27768
VILLAGE OF CENTRAL SQUARE,43.28599,-76.14188
VILLAGE OF CENTRE ISLAND,40.90185,-73.52094
VILLAGE OF CHAMPLAIN,44.98816,-73.44109
VILLAGE OF CHATEAUGAY,44.92659,-74.0804
VILLAGE OF CHATHAM,42.36207,-73.59758
VILLAGE OF CHAUMONT,44.06746,-76.13006
VILLAGE OF CHERRY CREEK,42.29585,-79.10086
VILLAGE OF CHERRY VALLEY,42.79781,-74.75064
VILLAGE OF CHESTER,41.35694,-74.27692
VILLAGE OF CHESTNUT RIDGE,41.08296,-74.05517
VILLAGE OF CHITTENANGO,43.04614,-75.87476
VILLAGE OF CHURCHVILLE,43.10345,-77.88249
VILLAGE OF CLAYTON,44.23693,-76.08265
VILLAGE OF CLAYVILLE,42.97477,-75.24896
VILLAGE OF CLEVELAND,43.23977,-75.88468
VILLAGE OF CLIFTON SPRINGS,42.96075,-77.13546
VILLAGE OF CLINTON,43.04887,-75.37846
VILLAGE OF CLYDE,43.08395,-76.87071
VILLAGE OF COBLESKILL,42.67866,-74.48601
VILLAGE OF COHOCTON,42.49993,-77.50001
VILLAGE OF COLD BROOK,43.23987,-75.03887
VILLAGE OF COLD SPRING,41.41901,-73.95446
VILLAGE OF COLONIE,42.71993,-73.83338
VILLAGE OF CONSTABLEVILLE,43.56488,-75.42805
VILLAGE OF COOPERSTOWN,42.6996,-74.93003
VILLAGE OF COPENHAGEN,43.89344,-75.67262
VILLAGE OF CORFU,42.96116,-78.40261
VILLAGE OF CORINTH,43.24562,-73.83102
VILLAGE OF CORNWALL-ON-HUDSON,41.43682,-74.01449
VILLAGE OF COVE NECK,40.88492,-73.49982
VILLAGE OF COXSACKIE,42.35608,-73.80791
VILLAGE OF CROGHAN,43.89456,-75.39123
VILLAGE OF CROTON-ON-HUDSON,41.20046,-73.90014
VILLAGE OF CUBA,42.21829,-78.27521
VILLAGE OF DANNEMORA,44.71972,-73.71854
VILLAGE OF DANSVILLE,42.56248,-77.69693
VILLAGE OF DEFERIET,44.03442,-75.67945
VILLAGE OF DELANSON,42.74741,-74.18409
VILLAGE OF DELEVAN,42.49129,-78.4796
VILLAGE OF DELHI,42.27857,-74.91499
VILLAGE OF DEPEW,42.91176,-78.70436
VILLAGE OF DEPOSIT,42.06342,-75.42245
VILLAGE OF DERUYTER,42.75867,-75.88669
VILLAGE OF DEXTER,44.01124,-76.04246
VILLAGE OF DOBBS FERRY,41.01267,-73.86975
VILLAGE OF DOLGEVILLE,43.10309,-74.77485
VILLAGE OF DRESDEN,42.68347,-76.95718
VILLAGE OF DRYDEN,42.49117,-76.29963
VILLAGE OF DUNDEE,42.52373,-76.97731
VILLAGE OF EARLVILLE,42.74008,-75.5436
VILLAGE OF EAST AURORA,42.76669,-78.61718
VILLAGE OF EAST HILLS,40.79583,-73.62922
VILLAGE OF EAST NASSAU,42.53311,-73.50853
VILLAGE OF EAST RANDOLPH,42.16915,-78.95213
VILLAGE OF EAST ROCHESTER,43.11211,-77.48687
VILLAGE OF EAST SYRACUSE,43.06372,-76.0697
VILLAGE OF EAST WILLISTON,40.76085,-73.63361
VILLAGE OF EDWARDS,44.32278,-75.25187
VILLAGE OF ELBA,43.0768,-78.18891
VILLAGE OF ELBRIDGE,43.03665,-76.44328
VILLAGE OF ELLENVILLE,41.70085,-74.36094
VILLAGE OF ELLICOTTVILLE,42.27463,-78.67218
VILLAGE OF ELLISBURG,43.73496,-76.13459
VILLAGE OF ELMIRA HEIGHTS,42.12669,-76.82557
VILLAGE OF ELMSFORD,41.05413,-73.81434
VILLAGE OF ENDICOTT,42.09795,-76.06395
CAMDEN VILLAGE HALL,43.33611,-75.74639
CAMDEN FIRE DEPARTMENT,43.33621,-75.74604
CAMDEN TOWN HALL,43.33611,-75.74667
UNITED CHURCH,43.33611,-75.74778
TRINITY EPISCOPAL CHURCH,43.33583,-75.74917
CAMDEN PUBLIC LIBRARY,43.33694,-75.74694
CAMDEN CENTRAL SCHOOL (HISTORICAL),43.33778,-75.745
FIRST METHODIST CHURCH,43.56889,-76.12694
KALLET THEATRE,43.56667,-76.12722
FIRST CONGREGATIONAL CHURCH,43.56778,-76.13
SAINT JAMES EPISCOPAL CHURCH,43.56806,-76.12917
PULASKI MUNICIPAL BUILDING,43.5675,-76.12833
SAINT JOHN'S ROMAN CATHOLIC CHURCH,43.57028,-76.13278
FIRST BAPTIST CHURCH,43.56639,-76.12917
RANDALL HOUSE,43.56556,-76.12639
HUNT MEMORIAL BUILDING,41.71722,-74.39361
LIBERTY SQUARE,41.71722,-74.39306
PIONEER ENGINE COMPANY,41.71639,-74.39528
NORBURY HALL,41.71667,-74.39556
CHRIST EVANGELICAL LUTHERAN CHURCH,41.715,-74.3925
SHADOWLAND THEATRE,41.71611,-74.39278
SAINT JOHN'S MEMORIAL EPISCOPAL CHURCH,41.71427,-74.39553
SAINT MARY'S AND SAINT ANDREW'S CHURCH,41.7151,-74.39765
SCORESBY HOSE HOOK AND LADDER COMPANY,41.71836,-74.39358
KIMBLE HOSE COMPANY NUMBER 2,41.71056,-74.385
NEW TESTAMENT CHURCH OF JESUS CHRIST,41.71005,-74.38967
SAINT MARKS METHODIST CHURCH,41.74139,-74.37528
CONGREGATION ANSHE TZAYDIK,41.71583,-74.39083
CONGREGATION EZRATH ISRAEL,41.71889,-74.39861
ELLENVILLE REFORMED CHURCH,41.71556,-74.39056
NEVELE LAKE,41.70194,-74.40417
BARKER STREET PUBLIC SCHOOL (HISTORICAL),42.44083,-79.33528
FREDONIA BAPTIST CHURCH,42.44056,-79.33278
FIRST UNITED METHODIST CHURCH,42.44028,-79.33306
FREDONIA FIRE DEPARTMENT,42.438,-79.33302
FULL GOSPEL CHURCH,42.44111,-79.32972
FREE METHODIST CHURCH,42.44194,-79.33167
TRINITY EPISCOPAL CHURCH,42.44083,-79.33111
DARWIN R BARKER LIBRARY,42.44056,-79.33083
FIRST PRESBYTERIAN CHURCH,42.44111,-79.33222
FREDONIA CITY HALL,42.44083,-79.33222
FREDONIA OPERA HOUSE,42.44083,-79.33222
FREDONIA ACADEMY (HISTORICAL),42.44083,-79.33222
ITALIAN BAPTIST CHAPEL (HISTORICAL),42.44,-79.32833
SAINT JOSEPH'S ROMAN CATHOLIC CHURCH,42.44333,-79.32444
SAINT JOSEPH'S PAROCHIAL SCHOOL,42.44333,-79.32389
SAINT ANTHONY'S ROMAN CATHOLIC CHURCH,42.43972,-79.32333
SAINT ANTHONY'S HALL,42.44,-79.3225
FREDONIA JUNIOR HIGH SCHOOL,42.43667,-79.33639
HOLTON PARK,42.43389,-79.33667
SAINT JOSEPH'S ROMAN CATHOLIC MISSION,42.42139,-79.30833
LAONA CEMETERY,42.42194,-79.30778
OXPORT PLAYGROUND,40.69778,-73.97639
ARBOR PLACE,40.69611,-73.98056
GOLCONDA PLAYGROUND,40.69778,-73.98194
TRINITY PARK,40.69889,-73.98417
BROOKLYN BRIDGE PARK,40.70472,-73.99
BROOKLYN ANCHORAGE PLAZA,40.70222,-73.99278
HILLSIDE PARK,40.70139,-73.99444
HARRY CHAPIN PLAYGROUND,40.70028,-73.99472
PIERREPONT PLAYGROUND,40.69611,-73.9975
COLUMBUS PARK,40.69333,-73.99028
MCLAUGHLIN PARK,40.69639,-73.98611
WEINBURG TRIANGLE,40.69639,-73.985
UNIVERSITY PLAZA,40.69111,-73.98194
CLARA S BACON ELEMENTARY SCHOOL (HISTORICAL),42.95583,-74.20806
ROXIE THEATRE,43.06361,-76.07056
EAST SYRACUSE MUNICIPAL BUILDING,43.06444,-76.07083
EMMANUEL EPISCOPAL CHURCH,43.06667,-76.07833
SAINT DANIEL - SAINT MATTHEW ACADEMY,43.06768,-76.07651
SAINT MATHEWS ROMAN CATHOLIC CHURCH,43.06639,-76.07639
FIRST PRESBYTERIAN CHURCH,43.06528,-76.07083
FIRST METHODIST EPISCOPAL CHURCH (HISTORICAL),43.06722,-76.07083
HEMMENS STREET SCHOOL (HISTORICAL),43.06778,-76.06889
BEACH 9TH STREET PLAYGROUND,40.59611,-73.74472
LANETT PLAYGROUND,40.59972,-73.74417
SEAGIRT AVENUE WETLANDS,40.59694,-73.74056
ADMIRAL PARK,40.77111,-73.73778
CATHERINE TURNER RICHARDSON PARK,40.76833,-73.74722
CHALLENGE PLAYGROUND,40.75667,-73.72806
DIETZ MEMORIAL STADIUM,41.93472,-74.02778
HUTTON NURSING HOME,41.93417,-74.02417
ULSTER COUNTY COURT HOUSE,41.93361,-74.02
KINGSTON FIRE DEPARTMENT MUSEUM,41.93333,-74.01861
SENATE PARK,41.935,-74.01889
KINGSTON PLAZA SHOPPING CENTER,41.93778,-74.01806
SAINT JOSEPH'S ROMAN CATHOLIC CHURCH,41.93222,-74.01889
FAIR STREET REFORMED CHURCH,41.93167,-74.01778
SAINT JAMES UNITED METHODIST CHURCH,41.93222,-74.0175
SEVENTH DAY ADVENTIST CHURCH,41.93194,-74.01722
ULSTER COUNTY OFFICE BUILDING,41.93278,-74.0175
FIRST CHURCH OF CHRIST SCIENTIST,41.92944,-74.01639
ALLIANCE GOSPEL CHURCH,41.92833,-74.01333
KINGDOM HALL OF JEHOVAHS WITNESSES,41.92861,-74.01389
CLINTON AVENUE METHODIST CHURCH,41.92972,-74.01194
WILTWYCK GARDENS,41.93444,-74.00833
TEMPLE EMANUEL,41.935,-74.00722
FIRST PRESBYTERIAN CHURCH,41.93306,-74.00583
FREE METHODIST CHURCH,41.93194,-74.00417
NEW APOSTOLIC CHURCH,41.93583,-74.00333
KINGSTON MUNICIPAL AUDITORIUM,41.92694,-73.99917
GATEWAY INDUSTRIES REHABILITATION CENTER,41.92667,-73.99944
CHURCH OF THE HOLY CROSS,41.92694,-74.00028
KINGSTON FIRE DEPARTMENT CENTRAL STATION 1,41.92807,-73.99732
KINGSTON HIGH SCHOOL,41.92611,-73.99694
KINGSTON CITY HALL,41.92722,-73.99639
KINGSTON HOSPITAL,41.92672,-73.99536
CONVENT OF SAINT ANNE,41.92472,-73.99028
IMMANUEL LUTHERAN CHURCH,41.92528,-73.98694
SAINT MARY'S CONVENT (HISTORICAL),41.92167,-73.98778
EVANGELICAL LUTHERAN CHURCH OF THE REDEEMER,41.92111,-73.98861
SAINT PETER'S SCHOOL,41.92083,-73.98722
SAINT PETER'S ROMAN CATHOLIC CHURCH,41.92028,-73.98833
SAINT MARY'S ROMAN CATHOLIC CHURCH,41.92222,-73.9875
RAPID HOSE COMPANY NUMBER 1,41.91917,-73.98944
CONGREGATION ANAVATH ISRAEL SYNAGOGUE,41.92028,-73.98778
RONDOUT PRESBYTERIAN CHURCH,41.91972,-73.98778
KINGSTON RECORD CENTER,41.92028,-73.98639
TRINITY EVANGELICAL LUTHERAN CHURCH,41.91861,-73.98861
FIRST EMMANUEL CHURCH,41.9175,-73.98472
SAMPSON BUILDING,41.91806,-73.98306
CHURCH OF THE IMMACULATE CONCEPTION,41.92639,-73.98139
NEW CENTRAL BAPTIST CHURCH,41.9225,-73.97444
UNION HOSE COMPANY NUMBER 4,41.92306,-73.97528
CHILDREN'S HOME OF KINGSTON,41.92361,-73.97139
CHILDREN'S HOME OF KINGSTON FAMILY SERVICE CENTER,41.92472,-73.97083
UNION CONGREGATIONAL CHURCH,41.92639,-73.97417
CORDT'S HOSE COMPANY,41.92833,-73.97167
PRESENTATION ROMAN CATHOLIC CHURCH,41.905,-73.97222
PORT EWEN REFORMED CHURCH,41.90667,-73.97778
PORT EWEN VOLUNTEER FIRE DEPARTMENT MAIN STATION,41.90765,-73.97666
PORT EWEN PUBLIC LIBRARY,41.90583,-73.97583
PORT EWEN METHODIST CHURCH,41.905,-73.97667
SOUTH RONDOUT METHODIST EPISCOPAL CHURCH,41.91056,-73.99
HASBROUCK ENGINE COMPANY NUMBER 1,41.91028,-73.99083
CHURCH OF THE NAZARENE,41.93806,-74.00111
KINGSTON FIRE DEPARTMENT A H WICKS ENGINE COMPANY STATION 4,41.93657,-73.99978
REFORMED CHURCH OF THE COMFORTER,41.92972,-73.99333
CHRISTIAN AND MISSIONARY ALLIANCE CHURCH,41.92889,-74.03056
HUDSON VALLEY SENIOR RESIDENCE,41.92639,-74.0162
SAINT GEORGE'S ORTHODOX CHURCH,41.92306,-74.01444
ULSTER COUNTY INFIRMARY (HISTORICAL),41.91639,-74.0225
FIRST BAPTIST CHURCH,41.93306,-74.01222
GOVERNOR CLINTON APARTMENTS FOR THE AGED,41.93306,-74.015
WILTWYCK FIRE STATION,41.93611,-74.02278
HARRY L EDSON SCHOOL,41.93293,-74.03315
WILTWYCK HOSE COMPANY NUMBER 1 (HISTORICAL),41.93389,-74.02528
AFRICAN METHODIST EPISCOPAL ZION CHURCH OF KINGSTON,41.93,-74.00861
WESLEYAN METHODIST CHURCH,42.88417,-77.28028
CANANDAIGUA CITY HALL,42.8875,-77.28167
ONTARIO COUNTY COURT HOUSE,42.88861,-77.28111
HALLENBECK BUILDING,42.88861,-77.28028
CANANDAIGUA ELEMENTARY SCHOOL,42.89,-77.28889
SAINT MARY'S ROMAN CATHOLIC CHURCH,42.89111,-77.28306
SAINT MARY'S PAROCHIAL SCHOOL,42.89139,-77.2825
SAINT MARY'S CONVENT (HISTORICAL),42.89083,-77.2825
FEDERATED CHURCH,42.89028,-77.2825
FIRST CONGREGATIONAL CHURCH,42.88972,-77.28333
FREDERICK F THOMPSON MEMORIAL HOSPITAL (HISTORICAL),42.89111,-77.285
FIRST CHURCH OF CHRIST SCIENTIST,42.89556,-77.2875
CANANDAIGUA ACADEMY,42.89528,-77.28583
SAINT JOHN'S EPISCOPAL CHURCH,42.89361,-77.285
FIRST UNITED METHODIST CHURCH,42.89083,-77.28417
SAINT MICHAEL'S ROMAN CATHOLIC CEMETERY,42.65889,-77.07028
LAKE VIEW CEMETERY,42.66056,-77.06583
PENN YAN POLICE STATION,42.66083,-77.0525
ELMWOOD THEATRE,42.66111,-77.05444
PENN YAN MUNICIPAL PUMPING STATION,42.64972,-77.07889
PENN YAN UNITED METHODIST CHURCH,42.66306,-77.05528
SAINT MICHAELS ROMAN CATHOLIC CHURCH,42.66111,-77.05722
SAINT MARK'S EPISCOPAL CHURCH,42.66361,-77.055
FIRST BAPTIST CHURCH,42.665,-77.05667
PENN YAN PUBLIC LIBRARY,42.66417,-77.05611
YATES COUNTY JAIL,42.66472,-77.05833
YATES COUNTY COURT HOUSE,42.665,-77.0575
PENN YAN ACADEMY (HISTORICAL),42.66667,-77.05833
PENN YAN JUNIOR HIGH SCHOOL,42.66611,-77.05861
LIBERTY STREET PUBLIC SCHOOL (HISTORICAL),42.66639,-77.05917
SUCKER CREEK,42.6575,-77.05917
EMMANUEL BAPTIST CHURCH,42.66806,-77.05833
FIRST PRESBYTERIAN CHURCH,42.66417,-77.05528
JACOBS CREEK,42.65972,-77.05278
PENN YAN ACADEMY HIGH SCHOOL,42.66472,-77.06139
SAINT MICHAEL'S PAROCHIAL SCHOOL,42.66111,-77.05861
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,42.67112,-77.06112
FREE METHODIST CHURCH,42.66944,-77.05806
CHESTNUT STREET PUBLIC SCHOOL (HISTORICAL),42.66389,-77.04639
SAINT PAUL'S LUTHERAN CHURCH,42.66528,-77.04944
NEW YORK STATE ELECTRIC AND GAS CORPORATION HYDRO PLANT NUMBER 71,42.66083,-77.00444
HUTTON STREET PUBLIC SCHOOL (HISTORICAL),42.65639,-77.05167
LAKE STREET PLAZA SHOPPING CENTER,42.65444,-77.05667
AMERICAN LEGION POST NUMBER 355,42.65083,-77.0625
SAINT PAUL LUTHERAN CHURCH,42.48389,-79.33611
SAINT JOHN THE BAPTIST CHURCH,42.48333,-79.33556
CAPITOL THEATRE,42.48444,-79.33528
FIRST UNITED PRESBYTERIAN CHURCH,42.4825,-79.33583
WESTMINSTER HALL,42.4825,-79.33556
NUMBER 1 PUBLIC SCHOOL (HISTORICAL),42.48278,-79.33333
DUNKIRK CITY HALL,42.48333,-79.33417
SAINT VINCENTS REST HOME,42.48389,-79.33389
DUNKIRK FIRE DEPARTMENT HEADQUARTERS,42.48392,-79.33658
SAINT MARY'S ROMAN CATHOLIC CHURCH,42.48417,-79.33278
NORTH CHAUTAUQUA CATHOLIC SCHOOL,42.48361,-79.33278
SAINT MARY'S HALL,42.48361,-79.3325
CHURCH OF THE SACRED HEART OF JESUS,42.48417,-79.32833
SAINT GEORGES ROMAN CATHOLIC SCHOOL (HISTORICAL),42.48472,-79.32778
DUNKIRK FIRE DEPARTMENT HOSE COMPANY NUMBER 1,42.48361,-79.32889
HOLY TRINITY AUDITORIUM,42.48333,-79.32722
HOLY TRINITY ROMAN CATHOLIC CHURCH,42.48361,-79.32694
JOHN T MURRAY AMERICAN LEGION POST 1017,42.48722,-79.33139
LAKE CITY HOSE COMPANY NUMBER 3,42.48972,-79.32278
DUNKIRK MIDDLE SCHOOL,42.48028,-79.33639
CHURCH OF CHRIST,42.48083,-79.33444
BROOKS MEMORIAL HOSPITAL,42.4803,-79.33447
GRACE LUTHERAN CHURCH,42.47889,-79.33528
BIBLE TRUTH HALL,42.47889,-79.33611
WASHINGTON PARK,42.48056,-79.33167
TEMPLE BETHEL,42.48111,-79.29944
FIRST CHURCH OF CHRIST SCIENTIST,42.48083,-79.3325
ADAMS MEMORIAL UNITARIAN CHURCH,42.47917,-79.33333
FIRST UNITED METHODIST CHURCH,42.47944,-79.33222
DUNKIRK SENIOR HIGH SCHOOL,42.47694,-79.34028
CARDINAL MINDSZENTY PAROCHIAL HIGH SCHOOL (HISTORICAL),42.47667,-79.33389
GRACE EVANGELICAL CHURCH,42.47611,-79.33361
SAINT HEDWIG'S ROMAN CATHOLIC CHURCH,42.4825,-79.31472
SAINT HEDWIG'S SCHOOL (HISTORICAL),42.4825,-79.31472
DUNKIRK FIRE DEPARTMENT HOSE COMPANY NUMBER 4,42.48306,-79.31833
SAINT HYACINTH PAROCHIAL SCHOOL,42.49222,-79.32028
SAINT HYACINTH'S ROMAN CATHOLIC CHURCH,42.49111,-79.32
SAINT HYACINTH'S LYCEUM,42.49083,-79.31972
FIRST BAPTIST CHURCH,42.47028,-79.33306
HOLY TRINITY ROMAN CATHOLIC SCHOOL,42.46417,-79.33333
DUNKIRK FREE LIBRARY,42.47972,-79.33333
FIRST UNITED PRESBYTERIAN CHURCH OF TROY,42.73306,-73.6875
SAINT JOHN'S LUTHERAN CHURCH,42.73194,-73.68722
BETHEL BAPTIST CHURCH,42.735,-73.68667
FRANKLIN SQUARE,42.73389,-73.68833
JOHN F KENNEDY TOWERS,42.73444,-73.68389
SPUYTEN DUYVIL HILL,40.87972,-73.91806
NEW YORK CITY HOME FOR AGED AND INFIRM (HISTORICAL),40.76333,-73.94833
LONG HILL,40.865,-73.93167
MOUNT MORRIS,40.80417,-73.94361
THE CLOVE,40.87333,-73.92417
FULTON TOWERS,42.73278,-73.68417
EPISCOPAL CHURCH OF THE HOLY CROSS,42.73389,-73.68278
MARY WARREN SCHOOL,42.73361,-73.68306
UNITED ARMENIAN CALVARY CONGREGATIONAL CHURCH,42.73639,-73.68111
BETHANY EVANGELICAL LUTHERAN CHURCH,42.73556,-73.67611
SISTERS OF MERCY CONVENT,42.73583,-73.67833
LITTLE SISTERS OF THE POOR HOME FOR THE AGED POOR,42.73806,-73.68083
TROY PLAZA SHOPPING CENTER,42.7375,-73.67722
SAINT PAUL'S ROMAN CATHOLIC CHURCH,42.73667,-73.67806
SAINT PAUL'S PAROCHIAL SCHOOL,42.73639,-73.67778
SAINT PETERS ARMENIAN APOSTOLIC CHURCH,42.73583,-73.68556
SAINT PETERS ARMENIAN APOSTOLIC SCHOOL,42.73583,-73.68556
SAINT PETERS ROMAN CATHOLIC CHURCH,42.73806,-73.68472
BEMAN PARK,42.73333,-73.67528
SAINT PETERS LYCEUM,42.73806,-73.68556
SAINT PETER'S ACADEMY,42.73861,-73.68528
MOUNT OLYMPUS,42.74389,-73.68333
TROY FIRE DEPARTMENT NORTH STREET STATION,42.74539,-73.68374
OAKWOOD PRESBYTERIAN CHURCH,42.73972,-73.68
TROY FIRE STATION NUMBER 8,42.73972,-73.67917
PUBLIC SCHOOL NUMBER 2 (HISTORICAL),42.74278,-73.67833
ELEMENTARY SCHOOL NUMBER 2,42.74472,-73.67722
PUBLIC SCHOOL NUMBER 1,42.74667,-73.6825
CHRIST AND SAINT BARNABAS EPISCOPAL CHURCH,42.74611,-73.6825
SAINT PATRICK'S ROMAN CATHOLIC CHURCH,42.74778,-73.68222
SAINT PATRICK'S PAROCHIAL SCHOOL,42.74833,-73.68222
SAINT BASIL'S GREEK ORTHODOX CHURCH,42.75361,-73.68306
SEVENTH DAY ADVENTIST CHURCH,42.75333,-73.68167
SIXTH AVENUE BAPTIST CHURCH,42.75333,-73.68111
WESTMINSTER PRESBYTERIAN CHURCH,42.75389,-73.68167
OUR SAVIORS LUTHERAN CHURCH,42.75944,-73.68056
KINGDOM HALL OF JEHOVAHS WITNESSES,42.77,-73.68
POWERS MEMORIAL PARK,42.76889,-73.67889
POWERS PUBLIC SCHOOL (HISTORICAL),42.76889,-73.67694
PRINCE OF PEACE LUTHERAN CHURCH,42.76917,-73.67806
LEONARD HOSPITAL (HISTORICAL),42.77278,-73.6725
IMMANUEL DANISH EVANGELICAL LUTHERAN CHURCH,42.77111,-73.67167
BETHESDA HOME,42.77222,-73.67778
SAINT AUGUSTINES HALL,42.7725,-73.67528
SAINT AUGUSTINES ACADEMY PAROCHIAL SCHOOL,42.77278,-73.67583
LANSINGBURGH BRANCH TROY PUBLIC LIBRARY,42.77306,-73.67556
LANSINGBURGH BOYS CLUB,42.77194,-73.67611
LANSINGBURGH UNITED METHODIST CHURCH,42.77583,-73.675
FIRST BAPTIST CHURCH,42.77583,-73.67361
LANSINGBURGH HIGH SCHOOL (HISTORICAL),42.77389,-73.67306
SAINT AUGUSTINE ROMAN CATHOLIC CHURCH,42.77417,-73.67417
TRINITY EPISCOPAL CHURCH,42.77444,-73.675
FIRST PRESBYTERIAN CHURCH OF LANSINGBURGH,42.77472,-73.67556
TROY FIRE DEPARTMENT LANSINGBURGH STATION,42.7737,-73.67421
PILGRIM HOLINESS CHURCH,42.77611,-73.67083
FIRST ASSEMBLY OF GOD CHURCH,42.78056,-73.67278
